timestamp, total_detections, data_0, data_1, data_2, data_3, data_4, data_5, data_6, data_7, data_8, data_9
2019-02-14 18:35:19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:35:29, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
2019-02-14 18:35:39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:35:49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:35:59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:36:09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:36:19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:36:29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:36:39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:36:49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:37:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:37:10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:37:20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:37:30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:37:40, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1
2019-02-14 18:37:50, 6, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1
2019-02-14 18:38:00, 4, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0
2019-02-14 18:38:10, 4, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0
2019-02-14 18:38:20, 4, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0
2019-02-14 18:38:30, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
2019-02-14 18:38:40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:38:50, 3, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0
2019-02-14 18:39:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:39:11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:39:21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:39:31, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
2019-02-14 18:39:41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:39:51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:40:01, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2019-02-14 18:40:11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:40:21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:40:31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:40:41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:40:51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:41:01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:41:11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:41:22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:41:32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:41:42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:41:52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:42:02, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
2019-02-14 18:42:12, 7, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1
2019-02-14 18:42:22, 4, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0
2019-02-14 18:42:32, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
2019-02-14 18:42:42, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:42:52, 7, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1
2019-02-14 18:43:02, 5, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1
2019-02-14 18:43:12, 6, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0
2019-02-14 18:43:23, 5, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1
2019-02-14 18:43:33, 4, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1
2019-02-14 18:43:43, 5, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0
2019-02-14 18:43:53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:44:03, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:44:13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:44:23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:44:33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:44:43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:44:53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:45:03, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:45:13, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:45:24, 4, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0
2019-02-14 18:45:34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:45:44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:45:54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:46:04, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:46:14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:46:24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:46:34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:46:44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:46:54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:47:04, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:47:14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:47:24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:47:34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:47:44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:47:55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:48:05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:48:15, 3, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0
2019-02-14 18:48:25, 5, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1
2019-02-14 18:48:35, 6, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0
2019-02-14 18:48:45, 7, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0
2019-02-14 18:48:55, 5, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0
2019-02-14 18:49:05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:49:15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:49:25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:49:35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:49:45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:49:55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:50:06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:50:16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:50:26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:50:36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:50:46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:50:56, 6, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1
2019-02-14 18:51:06, 8, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1
2019-02-14 18:51:16, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:51:26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:51:36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:51:46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:51:56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:52:07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:52:17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:52:27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:52:37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:52:47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:52:57, 5, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1
2019-02-14 18:53:07, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 18:53:17, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:53:27, 7, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1
2019-02-14 18:53:37, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 18:53:47, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 18:53:57, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 18:54:07, 9, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1
2019-02-14 18:54:17, 4, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0
2019-02-14 18:54:28, 6, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0
2019-02-14 18:54:38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:54:48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:54:58, 9, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 18:55:08, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 18:55:18, 8, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1
2019-02-14 18:55:28, 4, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0
2019-02-14 18:55:38, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
2019-02-14 18:55:48, 9, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1
2019-02-14 18:55:58, 6, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0
2019-02-14 18:56:08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:56:18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:56:28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:56:39, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
2019-02-14 18:56:49, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:56:59, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
2019-02-14 18:57:09, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
2019-02-14 18:57:19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:57:29, 4, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1
2019-02-14 18:57:39, 4, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0
2019-02-14 18:57:49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:57:59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:58:09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:58:19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:58:29, 3, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0
2019-02-14 18:58:39, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
2019-02-14 18:58:50, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:59:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:59:10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:59:20, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 18:59:30, 5, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0
2019-02-14 18:59:40, 6, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0
2019-02-14 18:59:50, 4, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0
2019-02-14 19:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:00:10, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
2019-02-14 19:00:20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:00:30, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
2019-02-14 19:00:40, 3, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0
2019-02-14 19:00:50, 6, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1
2019-02-14 19:01:01, 5, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1
2019-02-14 19:01:11, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:01:21, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
2019-02-14 19:01:31, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
2019-02-14 19:01:41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:01:51, 4, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0
2019-02-14 19:02:01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:02:11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:02:21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:02:31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:02:41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:02:51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:03:01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:03:11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:03:21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:03:32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:03:42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:03:52, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2019-02-14 19:04:02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:04:12, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
2019-02-14 19:04:22, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
2019-02-14 19:04:32, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:04:42, 9, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1
2019-02-14 19:04:52, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:05:02, 9, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1
2019-02-14 19:05:12, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:05:22, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:05:32, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:05:42, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:05:52, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:06:03, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:06:13, 9, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1
2019-02-14 19:06:23, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:06:33, 9, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1
2019-02-14 19:06:43, 7, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1
2019-02-14 19:06:53, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:07:03, 9, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:07:13, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:07:23, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:07:33, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:07:43, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:07:53, 9, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:08:03, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:08:14, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:08:24, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:08:34, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:08:44, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:08:54, 7, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0
2019-02-14 19:09:04, 3, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0
2019-02-14 19:09:14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
2019-02-14 19:09:24, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:09:34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:09:44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:09:54, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2019-02-14 19:10:04, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:10:15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:10:25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:10:35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:10:45, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
2019-02-14 19:10:55, 5, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1
2019-02-14 19:11:05, 6, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0
2019-02-14 19:11:15, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:11:25, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0
2019-02-14 19:11:35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:11:45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:11:55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:12:05, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
2019-02-14 19:12:15, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
2019-02-14 19:12:26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:12:36, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0
2019-02-14 19:12:46, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
2019-02-14 19:12:56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:13:06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:13:16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:13:26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:13:36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:13:46, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:13:56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:14:06, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
2019-02-14 19:14:16, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:14:26, 3, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0
2019-02-14 19:14:37, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
2019-02-14 19:14:47, 7, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0
2019-02-14 19:14:57, 9, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019-02-14 19:15:07, 7, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1
2019-02-14 19:15:17, 5, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0
2019-02-14 19:15:27, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2019-02-14 19:15:37, 6, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1
2019-02-14 19:15:47, 4, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1
2019-02-14 19:15:57, 6, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1
2019-02-14 19:16:07, 6, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0
2019-02-14 19:16:17, 7, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0
2019-02-14 19:16:27, 5, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0
2019-02-14 19:16:37, 7, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1
2019-02-14 19:16:47, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
